product_id,product_name,category,brand,price,discount_pct,final_price,rating,num_reviews,delivery_time_min,city,seller,stock,sold_quantity,profit_margin_pct,is_organic,packaging_type,weight_g,shelf_life_days,reorder_level,demand_index,date_added,expiry_date,offer_type,delivery_status,revenue_inr,price_per_100g,weight_bucket,is_perishable,is_impulse_category,has_offer,is_small,impulse_score,basket_type,impulse_premium_pct,city_impulse_index
6022,britannia premium bakery 911,bakery,britannia,460.48,15,391.41,3.7,45,46,jaipur,quickstores,118,52,37.7,False,packet,1000,4,23,17,2025-01-11,2025-01-15,no offer,on-time,20353.32,39.141000000000005,bulk,1,1,0,0,0.5,Mixed,-54.319273193674135,1.0232433225584974
6023,harpic organic household 152,household,harpic,676.54,30,473.58,4.5,200,25,ahmedabad,quickstores,138,254,7.2,False,pouch,750,502,27,56,2025-09-25,2027-02-09,no offer,on-time,120289.31999999999,63.144,bulk,0,0,0,0,0.0,Planned,-64.86196973489152,1.0225348626452144
6024,dettol lite household 406,household,dettol,85.05,10,76.55,3.3,250,30,chennai,sellera,114,56,28.1,False,bottle,300,947,22,9,2024-03-13,2026-10-16,flatdiscount,delayed,4286.8,25.516666666666666,mid,0,0,1,0,0.2,Planned,-85.80062388195206,1.0102290037834531
6025,pepsi original beverages 391,beverages,pepsi,239.32,20,191.46,4.5,522,26,chennai,localmart,103,241,10.1,False,packet,1000,448,20,60,2025-03-23,2026-06-14,buy1get1,on-time,46141.86,19.146,bulk,0,1,1,0,0.45,Mixed,-51.06895602087772,1.0102290037834531
6026,harpic daily household 985,household,harpic,188.86,25,141.65,3.3,403,25,pune,sellerb,116,86,30.6,False,can,200,1454,23,8,2024-01-01,2027-12-25,no offer,delayed,12181.9,70.825,small,0,0,0,1,0.3,Planned,-60.58768856065012,0.9761729157615873
6027,aavin organic dairy 552,dairy,aavin,189.54,0,189.54,4.6,380,34,hyderabad,urbanseller,93,369,30.9,False,bottle,750,24,18,81,2025-05-05,2025-05-29,no offer,on-time,69940.26,25.272,bulk,1,1,0,0,0.5,Mixed,-7.245943425853345,1.0021408233089992
6028,pepsi classic beverages 906,beverages,pepsi,89.61,5,85.13,4.3,395,33,jaipur,sellerb,97,147,12.8,False,packet,200,226,19,49,2024-05-23,2025-01-04,no offer,on-time,12514.109999999999,42.565,small,0,1,0,1,0.55,Mixed,8.782507415195838,1.0232433225584974
6029,himalaya family pack personal 926,personal care,himalaya,345.72,0,345.72,3.9,112,33,lucknow,localmart,136,26,18.8,False,box,100,1615,27,14,2025-09-27,2030-02-28,no offer,delayed,8988.720000000001,345.72,small,0,0,0,1,0.3,Planned,171.05777809013125,0.9899610382622132
6030,surf excel original household 930,household,surf excel,155.4,15,132.09,4.1,68,28,jaipur,quickstores,120,244,33.0,False,pouch,300,890,24,70,2025-08-02,2028-01-09,flatdiscount,delayed,32229.96,44.03,mid,0,0,1,0,0.2,Planned,-75.49842467102611,1.0232433225584974
6031,parle original snacks 459,snacks,parle,14.27,0,14.27,4.7,536,13,pune,localmart,125,156,29.5,False,can,250,105,25,59,2025-02-04,2025-05-20,no offer,on-time,2226.12,5.708,small,0,1,0,1,0.55,Mixed,-88.93365588809603,0.9761729157615873
6032,dettol lite household 544,household,dettol,570.63,0,570.63,3.9,80,43,jaipur,sellerb,141,44,6.9,False,pouch,750,502,28,10,2025-04-13,2026-08-28,no offer,delayed,25107.72,76.084,bulk,0,0,0,0,0.0,Planned,-57.66118879560188,1.0232433225584974
6033,amul classic dairy 63,dairy,amul,56.89,0,56.89,3.3,226,33,jaipur,sellerb,102,308,7.9,False,bottle,250,25,20,59,2024-09-03,2024-09-28,no offer,delayed,17522.12,22.756,small,1,1,0,1,0.8,Impulse,-16.48024250548902,1.0232433225584974
6034,p&g family pack personal 425,personal care,p&g,295.26,0,295.26,4.5,43,22,pune,dailyneeds,134,534,15.2,False,jar,250,881,26,100,2025-03-15,2027-08-13,no offer,on-time,157668.84,118.104,small,0,0,0,1,0.3,Planned,-7.401921139775371,0.9761729157615873
6035,dailygreens fresh fruits 872,fruits & vegetables,dailygreens,273.11,10,245.8,5.0,342,14,hyderabad,urbanseller,92,216,27.2,False,packet,1000,4,18,65,2024-09-06,2024-09-10,freedelivery,on-time,53092.8,24.580000000000002,bulk,1,1,1,0,0.7,Impulse,-61.45681878023541,1.0021408233089992
6036,tata family pack grocery 846,grocery,tata,180.35,0,180.35,4.9,331,13,hyderabad,urbanseller,106,280,24.2,False,can,200,295,21,75,2023-11-27,2024-09-17,flatdiscount,on-time,50498.0,90.175,small,0,0,1,1,0.5,Mixed,8.128742649212258,1.0021408233089992
6037,lay's fresh snacks 631,snacks,lay's,178.37,15,151.61,3.3,259,20,bengaluru,dailyneeds,101,38,22.9,False,box,200,157,20,0,2023-12-13,2024-05-18,buy1get1,on-time,5761.18,75.805,small,0,1,1,1,0.75,Impulse,46.96640073631414,0.9849458155674083
6038,aavin family pack dairy 309,dairy,aavin,149.99,5,142.49,5.0,446,23,pune,sellerb,131,36,39.9,False,bottle,500,21,26,42,2024-06-28,2024-07-19,flatdiscount,on-time,5129.64,28.498,mid,1,1,1,0,0.7,Impulse,4.594219066557124,0.9761729157615873
6039,gowardhan classic dairy 725,dairy,gowardhan,53.96,5,51.26,4.6,145,30,hyderabad,urbanseller,106,41,12.6,True,jar,250,20,21,27,2024-02-12,2024-03-03,flatdiscount,on-time,2101.66,20.503999999999998,small,1,1,1,1,1.0,Impulse,-24.74560082319156,1.0021408233089992
6040,dove lite personal 940,personal care,dove,769.65,10,692.68,3.2,281,17,pune,quickstores,105,51,37.3,True,packet,250,860,21,1,2024-10-29,2027-03-08,flatdiscount,on-time,35326.68,277.072,small,0,0,1,1,0.5,Mixed,117.23510555070243,0.9761729157615873
6041,gowardhan original dairy 386,dairy,gowardhan,241.08,30,168.76,5.0,443,21,pune,urbanseller,126,309,23.8,True,bottle,1000,28,25,86,2025-05-22,2025-06-19,flatdiscount,on-time,52146.84,16.875999999999998,bulk,1,1,1,0,0.7,Impulse,-38.06119583945478,0.9761729157615873
6042,coca-cola organic beverages 516,beverages,coca-cola,274.04,10,246.64,3.5,355,29,bengaluru,sellerb,101,325,31.3,False,jar,500,179,20,74,2025-05-20,2025-11-15,no offer,delayed,80158.0,49.327999999999996,mid,0,1,0,0,0.25,Planned,26.06656938275062,0.9849458155674083
6043,aavin lite dairy 172,dairy,aavin,135.67,15,115.32,4.3,247,22,chennai,localmart,138,90,17.1,False,can,500,23,27,30,2025-08-04,2025-08-27,flatdiscount,on-time,10378.8,23.064,mid,1,1,1,0,0.7,Impulse,-15.349811616567008,1.0102290037834531
6044,himalaya classic personal 580,personal care,himalaya,151.18,0,151.18,4.0,150,25,jaipur,dailyneeds,105,250,33.8,False,packet,200,1421,21,63,2024-09-25,2028-08-16,cashback,on-time,37795.0,75.59,small,0,0,1,1,0.5,Mixed,-40.73453243713693,1.0232433225584974
6045,aashirvaad lite grocery 305,grocery,aashirvaad,245.43,5,233.16,5.0,548,21,chennai,localmart,86,545,14.7,True,box,1000,258,17,100,2025-01-15,2025-09-30,no offer,on-time,127072.2,23.316,bulk,0,0,0,0,0.0,Planned,-72.04181021780944,1.0102290037834531
6046,pepsi classic beverages 125,beverages,pepsi,42.89,10,38.6,3.9,344,23,hyderabad,sellerb,84,51,10.3,True,jar,200,137,16,14,2025-03-28,2025-08-12,no offer,on-time,1968.6000000000001,19.3,small,0,1,0,1,0.55,Mixed,-50.6753813435151,1.0021408233089992
6047,lay's daily snacks 96,snacks,lay's,102.6,0,102.6,5.0,234,30,delhi,dailyneeds,123,60,34.7,False,packet,500,234,24,32,2025-03-19,2025-11-08,no offer,on-time,6156.0,20.52,mid,0,1,0,0,0.25,Planned,-60.216996990842745,1.014797842636215
6048,harpic fresh household 588,household,harpic,480.82,10,432.74,4.3,220,23,mumbai,quickstores,106,227,13.1,False,packet,750,860,21,72,2025-10-25,2028-03-03,no offer,on-time,98231.98,57.69866666666667,bulk,0,0,0,0,0.0,Planned,-67.89215926153332,0.9848090911450436
6049,patanjali premium grocery 829,grocery,patanjali,269.08,10,242.17,5.0,543,24,bengaluru,sellerb,92,21,30.4,False,can,400,541,18,4,2023-12-26,2025-06-19,cashback,on-time,5085.57,60.5425,mid,0,0,1,0,0.2,Planned,-27.40355528871713,0.9849458155674083
6050,himalaya original personal 184,personal care,himalaya,569.48,20,455.58,4.2,95,34,jaipur,localmart,136,270,12.4,False,can,400,692,27,80,2024-03-20,2026-02-10,no offer,delayed,123006.59999999999,113.895,mid,0,0,0,0,0.0,Planned,-10.70193903859917,1.0232433225584974
6051,himalaya family pack personal 530,personal care,himalaya,695.31,10,625.78,4.1,509,31,chennai,sellera,95,68,33.3,False,jar,1000,836,19,26,2024-03-31,2026-07-15,freedelivery,on-time,42553.04,62.577999999999996,bulk,0,0,1,0,0.2,Planned,-50.93644094260027,1.0102290037834531
6052,coca-cola organic beverages 113,beverages,coca-cola,225.33,30,157.73,4.1,466,28,bengaluru,urbanseller,90,494,11.5,True,can,200,237,18,95,2024-12-08,2025-08-02,buy1get1,on-time,77918.62,78.865,small,0,1,1,1,0.75,Impulse,101.5536813649576,0.9849458155674083
6053,dove premium personal 954,personal care,dove,218.36,10,196.52,3.9,143,34,hyderabad,dailyneeds,113,50,5.1,False,box,100,1353,22,16,2025-06-21,2029-03-05,no offer,delayed,9826.0,196.52,small,0,0,0,1,0.3,Planned,54.079239124935185,1.0021408233089992
6054,britannia daily bakery 531,bakery,britannia,304.86,0,304.86,4.2,246,34,mumbai,sellera,140,83,23.8,False,bottle,1000,12,28,29,2025-09-19,2025-10-01,no offer,on-time,25303.38,30.486,bulk,1,1,0,0,0.5,Mixed,-64.42036132399146,0.9848090911450436
6055,dailygreens original fruits 696,fruits & vegetables,dailygreens,163.18,5,155.02,4.9,86,21,ahmedabad,localmart,91,223,37.4,True,jar,1000,11,18,78,2024-08-16,2024-08-27,no offer,on-time,34569.46,15.502,bulk,1,1,0,0,0.5,Mixed,-75.69176585562283,1.0225348626452144
6056,dailygreens daily fruits 209,fruits & vegetables,dailygreens,183.07,15,155.61,4.4,232,37,mumbai,sellerb,99,173,16.6,False,packet,250,10,19,63,2024-02-13,2024-02-23,cashback,delayed,26920.530000000002,62.24400000000001,small,1,1,1,1,1.0,Impulse,-2.396998704514766,0.9848090911450436
6057,surf excel original household 816,household,surf excel,94.74,20,75.79,5.0,20,25,ahmedabad,sellera,90,609,36.1,False,packet,200,1638,18,100,2024-01-26,2028-07-21,no offer,on-time,46156.11,37.895,small,0,0,0,1,0.3,Planned,-78.91239615963059,1.0225348626452144
6058,freshfarm original fruits 896,fruits & vegetables,freshfarm,387.1,5,367.75,3.6,300,28,lucknow,sellerb,138,236,14.6,False,packet,250,9,27,46,2024-10-23,2024-11-01,flatdiscount,on-time,86789.0,147.1,small,1,1,1,1,1.0,Impulse,130.66322039981165,0.9899610382622132
6059,himalaya fresh personal 705,personal care,himalaya,100.52,5,95.49,4.0,280,33,bengaluru,dailyneeds,121,319,11.8,False,jar,100,700,24,75,2024-04-24,2026-03-25,flatdiscount,delayed,30461.309999999998,95.49,small,0,0,1,1,0.5,Mixed,-25.1321669853447,0.9849458155674083
6060,dettol classic household 749,household,dettol,989.28,5,939.82,4.5,69,27,mumbai,dailyneeds,85,40,17.3,False,jar,250,601,17,23,2025-01-14,2026-09-07,no offer,on-time,37592.8,375.928,small,0,0,0,1,0.3,Planned,109.19437225233916,0.9848090911450436
6061,coca-cola original beverages 505,beverages,coca-cola,235.2,5,223.44,4.2,498,38,lucknow,sellera,104,370,9.8,False,box,300,249,20,83,2024-09-03,2025-05-10,flatdiscount,delayed,82672.8,74.48,mid,0,1,1,0,0.45,Mixed,90.34702577901531,0.9899610382622132
6062,himalaya classic personal 561,personal care,himalaya,509.74,5,484.25,4.0,331,28,hyderabad,localmart,87,73,29.4,True,box,500,1202,17,30,2025-03-10,2028-06-24,freedelivery,on-time,35350.25,96.85,mid,0,0,1,0,0.2,Planned,-24.065874673061412,1.0021408233089992
6063,coca-cola classic beverages 235,beverages,coca-cola,340.08,10,306.07,3.5,298,52,lucknow,quickstores,139,385,11.3,False,pouch,500,236,27,82,2024-09-01,2025-04-25,cashback,delayed,117836.95,61.214,mid,0,1,1,0,0.45,Mixed,56.443378571920555,0.9899610382622132
6064,lay's classic snacks 597,snacks,lay's,53.82,15,45.75,4.4,410,14,delhi,dailyneeds,127,20,8.2,True,box,250,182,25,32,2024-07-13,2025-01-11,flatdiscount,on-time,915.0,18.3,small,0,1,1,1,0.75,Impulse,-64.52100608832467,1.014797842636215
6065,lay's original snacks 472,snacks,lay's,258.05,20,206.44,4.0,360,27,jaipur,quickstores,91,53,30.4,True,bottle,250,67,18,28,2024-10-03,2024-12-09,flatdiscount,on-time,10941.32,82.576,small,0,1,1,1,0.75,Impulse,60.093628483633985,1.0232433225584974
6066,modern daily bakery 577,bakery,modern,466.69,15,396.69,5.0,98,10,pune,localmart,93,12,15.1,False,packet,400,4,18,8,2024-05-15,2024-05-19,flatdiscount,on-time,4760.28,99.1725,mid,1,1,1,0,0.7,Impulse,15.742364252327503,0.9761729157615873
6067,parle classic snacks 356,snacks,parle,226.56,20,181.25,4.6,489,27,ahmedabad,sellerb,79,251,20.5,True,can,200,130,15,81,2024-11-04,2025-03-14,no offer,on-time,45493.75,90.625,small,0,1,0,1,0.55,Mixed,75.69856957626104,1.0225348626452144
6068,coca-cola premium beverages 387,beverages,coca-cola,49.07,0,49.07,4.2,308,31,ahmedabad,urbanseller,118,63,29.1,False,can,200,304,23,36,2024-11-24,2025-09-24,no offer,on-time,3091.41,24.535,small,0,1,0,1,0.55,Mixed,-37.296397992908965,1.0225348626452144
6069,britannia daily bakery 815,bakery,britannia,416.43,5,395.61,3.4,192,27,kolkata,quickstores,82,232,9.6,False,packet,500,2,16,47,2024-03-18,2024-03-20,buy1get1,on-time,91781.52,79.122,mid,1,1,1,0,0.7,Impulse,-7.658198145931011,0.9926416683821241
6070,himalaya organic personal 792,personal care,himalaya,586.83,15,498.81,4.3,131,19,chennai,dailyneeds,132,88,24.2,False,pouch,400,886,26,40,2025-06-10,2027-11-13,flatdiscount,on-time,43895.28,124.7025,mid,0,0,1,0,0.2,Planned,-2.2284433290391354,1.0102290037834531
6071,tata fresh grocery 543,grocery,tata,261.41,5,248.34,3.6,355,30,delhi,localmart,119,6,18.2,True,box,200,711,23,37,2024-12-20,2026-12-01,no offer,on-time,1490.04,124.17,small,0,0,0,1,0.3,Planned,48.8921095065449,1.014797842636215
6072,nivea organic personal 731,personal care,nivea,490.1,0,490.1,2.6,187,24,lucknow,sellera,118,93,15.7,True,jar,250,1030,23,17,2024-07-01,2027-04-27,flatdiscount,delayed,45579.3,196.04000000000002,small,0,0,1,1,0.5,Mixed,53.70290066177639,0.9899610382622132
6073,himalaya original personal 952,personal care,himalaya,669.73,0,669.73,5.0,39,23,chennai,urbanseller,123,90,13.1,False,bottle,750,423,24,34,2024-08-22,2025-10-19,no offer,on-time,60275.700000000004,89.29733333333334,bulk,0,0,0,0,0.0,Planned,-29.987455852403254,1.0102290037834531
6074,dettol classic household 909,household,dettol,153.94,30,107.76,4.3,164,20,mumbai,localmart,142,294,15.0,False,box,250,1393,28,75,2024-06-25,2028-04-18,buy1get1,on-time,31681.440000000002,43.104,small,0,0,1,1,0.5,Mixed,-76.01372012309582,0.9848090911450436
6075,itc lite snacks 61,snacks,itc,63.25,30,44.27,4.0,241,30,delhi,quickstores,95,255,33.9,False,packet,500,162,19,68,2024-08-05,2025-01-14,cashback,on-time,11288.85,8.854000000000001,mid,0,1,1,0,0.45,Mixed,-82.8343709238266,1.014797842636215
6076,nivea daily personal 475,personal care,nivea,351.68,15,298.93,4.9,161,17,pune,urbanseller,131,118,19.2,False,jar,300,1190,26,44,2024-05-28,2027-08-31,no offer,on-time,35273.74,99.64333333333333,mid,0,0,0,0,0.0,Planned,-21.875793894401127,0.9761729157615873
6077,p&g fresh personal 197,personal care,p&g,527.32,15,448.22,4.8,289,12,pune,dailyneeds,118,312,34.3,True,packet,300,1812,23,86,2024-03-04,2029-02-18,no offer,on-time,139844.64,149.40666666666667,mid,0,0,0,0,0.0,Planned,17.140573581278318,0.9761729157615873
6078,britannia classic bakery 352,bakery,britannia,189.28,15,160.89,4.4,171,31,lucknow,dailyneeds,105,11,10.2,False,packet,1000,10,21,15,2024-09-06,2024-09-16,no offer,on-time,1769.79,16.089,bulk,1,1,0,0,0.5,Mixed,-81.22282993313976,0.9899610382622132
6079,bakehouse organic bakery 282,bakery,bakehouse,121.84,0,121.84,3.6,135,26,bengaluru,sellera,95,357,6.4,True,jar,200,3,19,82,2024-07-16,2024-07-19,no offer,on-time,43496.880000000005,60.92,small,1,1,0,1,0.8,Impulse,-28.90141087245162,0.9849458155674083
6080,fortune family pack grocery 198,grocery,fortune,401.37,0,401.37,3.5,460,17,hyderabad,sellera,130,305,8.9,False,jar,400,589,26,71,2024-05-16,2025-12-26,cashback,on-time,122417.85,100.3425,mid,0,0,1,0,0.2,Planned,20.320580640738356,1.0021408233089992
6081,patanjali premium grocery 235,grocery,patanjali,375.63,25,281.72,5.0,299,32,hyderabad,dailyneeds,89,35,35.9,False,bottle,750,617,17,40,2025-07-11,2027-03-20,no offer,on-time,9860.2,37.56266666666667,bulk,0,0,0,0,0.0,Planned,-54.95864799314506,1.0021408233089992
6082,bakehouse premium bakery 67,bakery,bakehouse,498.2,0,498.2,4.2,30,30,ahmedabad,urbanseller,100,119,6.8,False,bottle,250,3,20,50,2025-07-25,2025-07-28,no offer,on-time,59285.799999999996,199.28,small,1,1,0,1,0.8,Impulse,132.57594946385163,1.0225348626452144
6083,pepsi fresh beverages 128,beverages,pepsi,292.85,10,263.57,4.6,268,28,pune,sellerb,86,373,31.7,True,pouch,1500,126,17,83,2025-04-05,2025-08-09,no offer,on-time,98311.61,17.57133333333333,bulk,0,1,0,0,0.25,Planned,-55.093299691572625,0.9761729157615873
6084,tata daily grocery 111,grocery,tata,445.96,10,401.36,4.2,165,30,chennai,sellerb,106,141,8.0,True,box,400,606,21,59,2025-07-29,2027-03-27,flatdiscount,delayed,56591.76,100.34,mid,0,0,1,0,0.2,Planned,20.31758289350661,1.0102290037834531
6085,dove fresh personal 759,personal care,dove,126.79,0,126.79,3.7,248,21,hyderabad,quickstores,99,43,7.2,False,bottle,200,1450,19,24,2025-09-27,2029-09-16,buy1get1,on-time,5451.97,63.395,small,0,0,1,1,0.5,Mixed,-50.295881516765384,1.0021408233089992
6086,dove organic personal 890,personal care,dove,392.2,10,352.98,3.6,181,36,lucknow,dailyneeds,101,414,5.3,False,pouch,300,735,20,91,2025-06-26,2027-07-01,no offer,delayed,146133.72,117.66000000000001,mid,0,0,0,0,0.0,Planned,-7.750034218197259,0.9899610382622132
6087,freshfarm classic fruits 955,fruits & vegetables,freshfarm,117.31,10,105.58,4.4,24,35,jaipur,localmart,111,342,22.5,False,bottle,1000,9,22,59,2024-01-25,2024-02-03,flatdiscount,delayed,36108.36,10.558,bulk,1,1,1,0,0.7,Impulse,-83.4443080830645,1.0232433225584974
6088,mother dairy organic dairy 939,dairy,mother dairy,69.73,0,69.73,4.1,450,25,bengaluru,dailyneeds,99,384,35.6,True,jar,750,11,19,73,2024-07-28,2024-08-08,no offer,on-time,26776.32,9.297333333333334,bulk,1,1,0,0,0.5,Mixed,-65.87664680323284,0.9849458155674083
6089,aavin classic dairy 950,dairy,aavin,233.7,5,222.01,5.0,483,26,pune,localmart,100,368,13.8,False,can,500,9,20,86,2025-05-12,2025-05-21,no offer,on-time,81699.68,44.402,mid,1,1,0,0,0.5,Mixed,62.9655595127121,0.9761729157615873
6090,harpic organic household 526,household,harpic,806.97,0,806.97,4.6,79,25,ahmedabad,sellerb,108,43,10.8,False,packet,300,401,21,23,2025-01-17,2026-02-22,no offer,on-time,34699.71,268.99,mid,0,0,0,0,0.0,Planned,49.686094656840446,1.0225348626452144
6091,freshfarm premium fruits 602,fruits & vegetables,freshfarm,303.49,20,242.79,3.6,19,21,hyderabad,sellerb,110,278,23.7,False,can,1000,12,22,74,2025-02-19,2025-03-03,no offer,on-time,67495.62,24.279,bulk,1,1,0,0,0.5,Mixed,-61.92880810273944,1.0021408233089992
6092,nivea lite personal 209,personal care,nivea,374.85,15,318.62,3.9,53,43,jaipur,dailyneeds,122,486,27.4,False,can,200,1491,24,100,2024-03-16,2028-04-15,cashback,on-time,154849.32,159.31,small,0,0,1,1,0.5,Mixed,24.90516784547844,1.0232433225584974
6093,himalaya family pack personal 225,personal care,himalaya,506.47,15,430.5,4.0,145,33,bengaluru,sellera,145,241,19.9,False,jar,750,1660,29,65,2025-08-17,2030-03-04,flatdiscount,on-time,103750.5,57.4,bulk,0,0,1,0,0.2,Planned,-54.996192113925915,0.9849458155674083
6094,gowardhan premium dairy 544,dairy,gowardhan,217.57,10,195.81,5.0,421,35,ahmedabad,sellera,119,256,17.4,False,can,750,24,23,76,2025-10-22,2025-11-15,flatdiscount,on-time,50127.36,26.108,bulk,1,1,1,0,0.7,Impulse,-4.17763101306501,1.0225348626452144
6095,bakehouse fresh bakery 420,bakery,bakehouse,128.67,5,122.24,3.4,256,26,bengaluru,quickstores,100,7,16.4,False,box,400,5,20,0,2024-07-22,2024-07-27,flatdiscount,delayed,855.68,30.56,mid,1,1,1,0,0.7,Impulse,-64.33399731224756,0.9849458155674083
6096,britannia family pack bakery 284,bakery,britannia,345.52,30,241.86,4.5,152,25,jaipur,sellerb,121,187,35.8,True,bottle,200,3,24,22,2023-11-16,2023-11-19,no offer,on-time,45227.82,120.93,small,1,1,0,1,0.8,Impulse,41.135134326894715,1.0232433225584974
6097,fortune premium grocery 420,grocery,fortune,62.53,20,50.02,3.2,362,25,bengaluru,sellera,115,62,18.8,False,bottle,400,433,23,25,2024-08-23,2025-10-30,no offer,on-time,3101.2400000000002,12.505,mid,0,0,0,0,0.0,Planned,-85.00526834678791,0.9849458155674083
6098,mother dairy classic dairy 510,dairy,mother dairy,231.87,30,162.31,4.6,535,35,ahmedabad,sellerb,85,38,39.2,False,packet,500,27,17,28,2024-03-19,2024-04-15,no offer,on-time,6167.78,32.462,mid,1,1,0,0,0.5,Mixed,19.14301141618982,1.0225348626452144
6099,parle classic snacks 533,snacks,parle,160.89,25,120.67,4.7,115,28,bengaluru,localmart,105,46,6.1,False,box,200,356,21,21,2025-04-27,2026-04-18,flatdiscount,on-time,5550.82,60.335,small,0,1,1,1,0.75,Impulse,16.974049052509898,0.9849458155674083
6100,britannia organic bakery 591,bakery,britannia,20.82,20,16.66,3.8,92,38,jaipur,quickstores,121,159,33.5,False,can,1000,4,24,54,2024-11-15,2024-11-19,no offer,delayed,2648.94,1.666,bulk,1,1,0,0,0.5,Mixed,-98.0556426545224,1.0232433225584974
6101,dailygreens classic fruits 787,fruits & vegetables,dailygreens,300.28,0,300.28,4.3,121,50,lucknow,dailyneeds,134,18,12.5,False,box,100,4,26,19,2025-04-08,2025-04-12,no offer,delayed,5405.039999999999,300.28,small,1,1,0,1,0.8,Impulse,370.86031150003697,0.9899610382622132
6102,freshfarm family pack fruits 721,fruits & vegetables,freshfarm,394.23,10,354.81,4.4,365,35,jaipur,quickstores,139,377,37.0,True,packet,100,10,27,93,2024-01-17,2024-01-27,buy1get1,on-time,133763.37,354.81,small,1,1,1,1,1.0,Impulse,456.36721434437237,1.0232433225584974
6103,modern fresh bakery 975,bakery,modern,271.44,5,257.87,4.0,277,35,delhi,localmart,124,24,32.9,False,packet,300,13,24,11,2023-11-07,2023-11-20,no offer,on-time,6188.88,85.95666666666666,mid,1,1,0,0,0.5,Mixed,0.3184131009022746,1.014797842636215
6104,tata fresh grocery 312,grocery,tata,116.14,5,110.33,3.2,373,32,kolkata,urbanseller,108,78,21.9,False,box,750,681,21,22,2024-11-15,2026-09-27,no offer,delayed,8605.74,14.710666666666667,bulk,0,0,0,0,0.0,Planned,-82.36045588912286,0.9926416683821241
6105,harpic premium household 957,household,harpic,582.36,25,436.77,4.4,161,32,lucknow,dailyneeds,86,395,27.0,False,box,100,1264,17,100,2023-12-04,2027-05-21,no offer,on-time,172524.15,436.77,small,0,0,0,1,0.3,Planned,143.05139805668685,0.9899610382622132
6106,aashirvaad organic grocery 788,grocery,aashirvaad,242.48,15,206.11,3.7,105,27,mumbai,sellera,85,362,13.4,True,jar,200,585,17,85,2025-02-23,2026-10-01,no offer,delayed,74611.82,103.055,small,0,0,0,1,0.3,Planned,23.573136387186803,0.9848090911450436
6107,lay's classic snacks 683,snacks,lay's,153.03,0,153.03,4.3,219,28,chennai,sellerb,114,286,37.3,False,box,100,280,22,59,2025-04-12,2026-01-17,no offer,delayed,43766.58,153.03,small,0,1,0,1,0.55,Mixed,196.68581630074732,1.0102290037834531
6108,parle fresh snacks 392,snacks,parle,71.74,10,64.57,5.0,558,30,bengaluru,quickstores,99,329,15.5,False,packet,100,155,19,72,2024-01-04,2024-06-07,flatdiscount,delayed,21243.53,64.57,small,0,1,1,1,0.75,Impulse,25.184624965949503,0.9849458155674083
6109,britannia original bakery 389,bakery,britannia,59.56,0,59.56,3.6,55,29,lucknow,urbanseller,98,349,17.6,False,packet,200,2,19,73,2025-07-01,2025-07-03,flatdiscount,on-time,20786.440000000002,29.78,small,1,1,1,1,1.0,Impulse,-65.24432067927789,0.9899610382622132
6110,coca-cola lite beverages 636,beverages,coca-cola,206.05,15,175.14,4.5,209,24,lucknow,urbanseller,89,12,33.6,False,pouch,1000,450,17,10,2024-08-11,2025-11-04,flatdiscount,on-time,2101.68,17.514,bulk,0,1,1,0,0.45,Mixed,-55.239825329032314,0.9899610382622132
6111,himalaya daily personal 245,personal care,himalaya,709.08,20,567.26,3.5,195,18,pune,dailyneeds,85,78,24.4,True,pouch,500,648,17,6,2024-06-11,2026-03-21,buy1get1,on-time,44246.28,113.452,mid,0,0,1,0,0.2,Planned,-11.04926807855615,0.9761729157615873
6112,modern daily bakery 297,bakery,modern,97.72,30,68.4,4.1,95,27,bengaluru,quickstores,96,64,27.0,True,bottle,500,14,19,24,2024-07-09,2024-07-23,buy1get1,on-time,4377.6,13.680000000000001,mid,1,1,1,0,0.7,Impulse,-84.03432863977574,0.9849458155674083
6113,dailygreens fresh fruits 247,fruits & vegetables,dailygreens,384.61,5,365.38,4.0,222,11,mumbai,quickstores,129,22,8.6,False,can,250,14,25,16,2025-09-29,2025-10-13,no offer,on-time,8038.36,146.152,small,1,1,0,1,0.8,Impulse,129.17668924454978,0.9848090911450436
6114,modern premium bakery 590,bakery,modern,102.98,0,102.98,4.3,150,44,jaipur,quickstores,120,39,8.2,True,packet,300,7,24,22,2024-02-04,2024-02-11,no offer,delayed,4016.2200000000003,34.32666666666667,mid,1,1,0,0,0.5,Mixed,-59.93799130906691,1.0232433225584974
6115,surf excel organic household 423,household,surf excel,683.02,15,580.57,4.4,178,21,pune,localmart,104,126,18.4,False,can,750,491,20,55,2025-01-03,2026-05-09,no offer,on-time,73151.82,77.40933333333334,bulk,0,0,0,0,0.0,Planned,-56.923674498471144,0.9761729157615873
6116,coca-cola original beverages 120,beverages,coca-cola,34.91,15,29.67,4.1,301,14,pune,sellera,114,288,37.2,False,bottle,1500,106,22,69,2024-08-22,2024-12-06,flatdiscount,on-time,8544.960000000001,1.9780000000000002,bulk,0,1,1,0,0.45,Mixed,-94.94486550764107,0.9761729157615873
6117,minute maid fresh beverages 248,beverages,minute maid,82.16,0,82.16,3.8,244,24,mumbai,dailyneeds,87,66,30.3,False,pouch,300,275,17,44,2025-05-15,2026-02-14,cashback,delayed,5422.5599999999995,27.386666666666667,mid,0,1,1,0,0.45,Mixed,-30.008451315772035,0.9848090911450436
